electra-0,electra-1,electra-2,xlnet-0,xlnet-1,xlnet-2,bert-0,bert-1,bert-2,target
4.063283,-1.09137,-4.01367,3.924685,-0.31551,-3.77422,2.600606,-0.53439,-1.92701,0
2.060679,1.550784,-4.0821,1.359938,1.157686,-3.7487,1.131722,1.738101,-3.0532,0
4.058396,-0.80329,-4.26094,4.496991,-0.54887,-4.28109,3.783223,-0.17978,-3.90676,0
-3.40871,-1.49516,5.111299,-3.20388,-0.79576,5.214694,-3.01489,-1.51003,5.619243,2
3.152397,0.014638,-3.9829,2.047429,0.65639,-3.13995,1.931281,0.575493,-2.45017,0
-0.88234,3.794524,-2.74833,-0.21835,1.807729,-2.1661,-1.15561,3.338449,-2.41305,0
-3.33795,-2.09988,5.694622,-3.25916,-1.7746,6.233102,-3.53765,-0.88529,5.288593,2
-3.15376,5.050331,-1.33449,-3.40933,4.010492,-1.18156,-2.2114,3.460552,-1.32586,1
-2.20139,2.797997,-0.26772,-2.43949,2.516607,-0.74903,-1.60065,1.121473,0.933899,2
3.79717,-0.67094,-4.0806,4.408674,-0.41122,-4.20877,3.585182,-0.28241,-3.45492,1
-1.79515,4.778205,-2.74897,-1.41407,3.577658,-3.04236,-1.28679,3.653053,-2.71897,1
-1.16759,4.637069,-3.28476,-1.81728,4.006362,-3.19141,-2.14968,4.270576,-2.1286,1
-2.83528,-0.65251,3.821413,-1.51021,-1.18659,3.809443,-2.84288,0.003589,3.576897,2
0.66117,-1.58439,0.68545,2.678805,-1.95084,-0.14784,-1.98551,-0.18572,2.734424,0
-3.04224,5.126721,-1.57087,-3.87788,4.770357,-1.67917,-3.17733,3.945842,-0.61506,1
3.858653,-0.50098,-4.36396,4.210998,-0.27779,-4.16363,3.230974,-0.79421,-2.62716,0
-2.19257,4.501422,-1.95373,-3.16616,4.516154,-2.22813,-2.65231,4.50091,-1.82346,1
4.066402,-0.95064,-4.15421,4.462223,-0.4979,-4.14821,3.782668,-0.91909,-2.94381,0
3.848172,-0.78372,-4.07106,3.664915,0.030437,-4.24789,1.504807,1.877079,-3.45911,0
-3.98951,-1.07623,5.36688,-4.34937,-0.07002,5.196376,-3.63436,1.000226,3.269761,2
3.72303,-0.33772,-4.37626,3.363732,-0.00857,-3.82975,2.415035,-0.10857,-2.20938,0
-3.25519,-2.16841,5.691605,-2.8194,-1.95593,6.099409,-3.11578,-1.35489,5.462682,2
3.329271,-0.22979,-3.95572,3.790414,-0.50143,-3.44291,3.489483,-0.84361,-2.84255,0
-2.52591,-2.67469,5.396766,-2.34926,-2.63054,6.11232,-3.19177,-1.39613,5.526932,2
4.095933,-1.05234,-4.07453,4.465186,-1.0118,-3.52108,3.99132,-0.81326,-3.36845,0
-1.07664,4.465818,-3.20593,-3.01104,4.84347,-2.72715,-1.76304,4.749857,-3.11706,1
1.028315,3.234223,-4.74156,-1.5492,3.099862,-2.24876,0.321393,1.678624,-1.95237,1
-1.80017,3.850051,-1.77469,0.749858,1.856964,-3.37483,-2.12531,3.080087,-1.00858,0
-2.93542,4.562222,-1.01649,-3.4588,3.333339,-0.30712,-2.94872,2.855912,0.33263,1
-3.34937,-2.10805,5.661698,-2.97247,-1.39672,5.535684,-3.14039,-0.90877,5.038187,2
-1.77887,-2.09263,3.937722,0.0096,-2.34852,3.306962,1.537902,-1.98971,0.480815,2
1.395306,2.606366,-4.53469,3.702728,-0.0603,-3.92607,2.758392,0.349105,-2.88049,0
4.14675,-1.33957,-3.74436,4.425727,-1.03998,-3.68667,4.021743,-1.24896,-2.90869,0
4.089542,-1.32824,-3.70288,4.344836,-0.84233,-3.58511,3.658086,-1.27727,-2.51957,0
1.405094,3.204398,-5.04341,0.289302,2.872204,-4.22437,0.763132,1.721686,-2.51814,1
4.097504,-1.29521,-3.79719,4.448578,-1.35159,-2.92262,3.346806,-1.69068,-1.83219,0
3.818709,-1.16126,-3.55684,4.177039,-1.07995,-2.74981,0.859633,2.456334,-3.12723,0
-3.85198,-1.37451,5.539499,-3.23666,-1.32489,5.868269,-3.45517,-0.04295,4.468727,2
-3.07028,-2.25311,5.535789,-2.37402,-2.46975,6.1354,-3.03701,-1.36492,5.527978,2
-3.2205,-2.48934,5.957005,-2.41691,-2.64658,6.058968,-3.03835,-1.77342,5.841107,2
3.502015,-0.50749,-3.88004,1.891069,0.596522,-3.05224,2.673476,-0.33637,-2.40568,0
4.124503,-0.6258,-4.62441,4.433288,-0.42836,-4.36591,3.756654,-0.26377,-3.75163,0
-1.60641,2.301162,-0.35346,1.130609,-0.61124,-1.02812,-2.79942,2.511588,0.320024,2
-1.01709,3.256711,-2.06801,-0.95123,2.345666,-1.864,0.113519,1.979915,-2.08479,1
2.505717,0.141504,-3.24545,2.580778,-0.56461,-2.14632,2.614367,-0.82825,-1.66902,0
-2.60618,4.596877,-1.53202,-3.30842,4.267705,-1.69008,-1.45329,3.759563,-2.61639,1
-3.53386,-2.06126,5.857893,-3.2076,-2.04984,6.235445,-3.02286,-1.42372,5.521451,2
3.307351,-0.29893,-3.83442,3.49124,-1.55253,-1.91566,0.775224,1.449301,-2.15824,0
3.442,-0.13931,-4.21931,3.212082,0.688154,-4.37847,2.900212,0.383186,-3.33221,0
2.654115,0.107868,-3.48038,2.547607,0.187481,-3.02256,3.146398,-0.29856,-2.92787,0
-2.70807,-2.22611,5.10117,-1.23323,-2.14877,4.45454,-2.95069,-1.40004,5.408433,2
-2.54259,5.051333,-2.14864,-2.5466,4.347031,-2.51045,-2.89179,4.523229,-1.52801,1
-3.297,-2.34426,5.873172,-2.59398,-2.52692,6.108226,-2.96052,-1.77563,5.783299,2
-0.51359,2.156174,-1.51734,0.375474,1.649275,-2.69375,-1.39786,2.789028,-1.34091,1
-1.92944,4.968591,-2.77021,-2.14564,3.539408,-1.72832,-2.54461,2.258457,0.571157,1
-2.8456,-2.66482,5.688294,-2.31899,-1.98525,5.753221,-2.8644,-1.68713,5.469926,2
-3.17828,2.74277,1.012091,-3.39181,1.8994,1.491873,-2.65655,1.235019,1.925002,2
-2.53261,-0.92017,3.724972,-2.42631,-0.99669,4.586111,-1.57947,0.305497,1.956144,2
-3.06771,3.860282,-0.30565,-1.67079,3.612353,-3.12091,-2.21709,3.919339,-1.72005,1
-3.94748,-0.64033,4.999132,-3.65372,-0.9069,5.864628,-3.34215,-1.29644,5.704622,2
3.683348,-0.35029,-4.2584,2.808209,0.200459,-3.64721,0.99792,1.358749,-2.3279,0
-1.88335,5.046879,-2.87911,-2.67996,5.004304,-3.05151,-1.87958,4.865507,-3.06331,1
3.988765,-0.69221,-4.42362,3.793376,-1.23139,-3.06921,2.550003,-1.11418,-1.40587,0
-2.97453,-2.61009,5.775322,-2.60865,-2.31634,6.089279,-3.08508,-1.70365,5.849361,2
3.612407,-0.5553,-4.01796,2.831026,-1.11398,-1.49958,1.302838,-0.58632,-0.51846,0
-1.35078,2.368794,-0.7802,-1.80959,1.553587,-0.07789,-1.00257,1.064923,-0.16266,1
-3.40716,-2.28978,5.931493,-3.52823,-0.52975,5.253698,-3.09062,-1.39243,5.504526,2
-3.01153,4.876532,-1.40024,-1.97228,3.162837,-1.81704,-1.05961,3.77137,-3.06722,1
4.090289,-0.95433,-4.16181,3.868374,-1.01353,-2.76235,3.699052,-1.13512,-2.72311,0
4.089381,-1.24585,-3.79285,4.587918,-1.05202,-3.75048,3.989561,-1.22917,-2.76628,0
3.981279,-0.60261,-4.46731,4.474685,-0.52524,-4.29966,3.993956,-0.7232,-3.42715,0
-3.001,4.801565,-1.31806,-3.70898,3.856093,-0.75505,-2.59514,3.052313,-0.38186,1
-2.7521,-2.56665,5.555704,-1.80783,-1.9325,4.998961,-2.56202,-1.81531,5.424537,2
-3.16285,-2.37739,5.751061,-1.9233,-2.02006,4.98593,-2.38566,-1.22734,4.449742,2
-2.77102,5.070926,-1.91248,-3.2229,4.960607,-2.53434,-2.76983,4.78011,-2.01708,1
-2.52578,5.155533,-2.23657,-3.39304,4.990554,-2.33933,-3.21697,4.362227,-1.04452,1
4.176481,-1.07367,-4.18814,4.266906,-0.13422,-4.49191,3.687437,-0.58556,-3.33941,0
1.05207,3.07831,-4.4801,-0.69369,3.351722,-3.50136,0.56611,2.166824,-2.80695,1
-2.66478,5.125319,-1.98937,-3.24143,5.023607,-2.66694,-2.70551,4.496993,-1.86173,1
3.988667,-1.09751,-3.89507,4.372695,-1.09057,-3.76796,3.68518,-1.22936,-2.58036,0
4.20056,-1.10438,-4.14384,4.54621,-1.05429,-3.69215,3.940821,-1.07714,-2.93551,0
-2.41282,0.642334,2.048092,-2.12671,-0.12169,2.841124,-2.49712,0.263131,2.955536,2
-2.72975,-2.40419,5.302189,-2.66522,-2.05831,6.042812,-0.54938,-1.63954,3.305387,2
-3.14653,-1.03686,4.465831,-2.59426,-1.06724,4.804222,-3.00338,0.769851,2.909391,2
-3.28744,-1.38898,4.953335,0.880821,1.048793,-3.10205,-0.82464,1.25541,-0.14382,1
-3.31077,4.921445,-1.07217,-3.86975,4.521355,-1.20493,-3.34037,3.981538,-0.48548,1
-2.1447,5.110736,-2.65085,-2.91025,4.943224,-2.82934,-2.37659,4.880016,-2.46402,1
3.772648,-0.70825,-4.07608,3.200106,-0.11714,-3.48509,2.895026,-0.21494,-2.70944,0
-4.08044,-1.30538,5.749999,-4.11238,0.193516,5.260852,-3.47411,0.016188,4.340999,2
1.073035,0.704679,-2.13355,2.622395,-0.66479,-2.06617,3.045496,-0.15149,-3.08492,0
-3.45386,-2.24973,5.94662,-2.88828,-2.31916,6.199783,-3.0414,-1.57969,5.75544,2
-3.14513,0.632322,2.880755,-3.18504,1.609099,1.525936,-3.26269,2.28469,1.253234,2
3.97247,-0.76636,-4.25894,4.291173,-0.51678,-3.98713,3.716021,-1.27306,-2.65957,0
-3.39436,-2.13177,5.76224,-2.95619,-1.93981,6.208244,-3.22073,-1.48402,5.726018,2
-2.45483,3.793768,-0.92852,-3.46541,3.194923,-0.26804,-2.78023,4.081215,-1.11973,1
0.559638,-1.24787,0.482063,1.590459,-1.60912,0.591757,1.840923,-1.81717,-0.00407,0
0.829209,2.287866,-3.29713,1.58185,0.770078,-2.72881,-1.75662,1.927629,-0.22988,0
2.203223,1.215189,-4.01139,0.583251,0.10778,-0.35687,1.524721,-0.22997,-1.11972,1
-4.14106,0.113345,4.369799,-4.02574,3.447405,0.199566,-3.15053,3.419571,0.032015,2
-3.39669,-2.11971,5.716642,-3.16212,-1.3419,5.830485,-3.4783,-0.14773,4.556449,2
3.087271,-0.44098,-3.40818,2.427697,-0.43532,-2.18795,3.059552,-0.46451,-2.7065,0
-3.32778,-1.09148,4.714469,-3.43296,-0.27006,4.686835,-3.4308,-0.78465,5.200016,2
-2.55468,4.348278,-1.38014,-2.49984,2.950715,-1.12835,-1.37206,2.719862,-1.57507,1
1.631964,2.620819,-4.78967,-1.66872,3.498758,-2.36339,-1.27506,4.128406,-3.16328,1
2.897378,0.632848,-4.26212,3.203892,0.349329,-4.00261,2.359986,0.453723,-2.94675,1
-3.64914,-1.69641,5.671521,-2.82244,-0.83777,4.786849,-2.73901,-1.04571,4.781961,2
-3.66113,-1.68326,5.593698,-4.60391,2.094273,2.853667,-3.52768,-0.52492,4.946744,2
3.867339,-0.9025,-3.92114,4.416296,-1.3147,-2.95619,1.561893,-1.18926,-0.2301,0
-3.25686,-1.42577,4.962186,-2.53381,-1.80459,5.651155,-2.9181,-1.52999,5.509211,2
4.010897,-1.36037,-3.62475,4.307458,-1.47308,-2.61233,3.595449,-1.64149,-2.12236,0
-2.28438,4.774576,-2.20768,-0.88679,2.404942,-2.21573,0.722239,2.675196,-3.52848,1
3.038066,-0.13928,-3.62167,2.805888,0.23533,-3.52486,3.126279,0.002462,-3.30691,0
-3.52468,-1.35657,5.148515,-2.93216,-0.66673,4.940445,-3.15277,0.992906,2.86697,1
-2.36889,4.631491,-1.94933,-1.59021,3.665177,-3.05444,-1.12676,3.379703,-2.55535,1
-2.50919,-1.24768,3.898262,-1.80246,1.482482,-0.18358,0.709883,-0.02247,-0.55984,2
4.118578,-1.45194,-3.63674,4.268214,-0.49686,-4.07284,3.860957,-1.39415,-2.60237,0
-2.49127,5.067307,-2.12331,-3.47883,4.798288,-2.15807,-2.50988,4.748937,-2.2698,1
-0.19392,4.144008,-4.05902,-3.18219,4.226047,-1.9054,-2.51785,2.619711,-0.06218,1
-1.24751,4.677504,-3.27895,0.873493,2.343761,-4.54284,1.686809,2.131943,-3.98925,1
3.305114,-1.34517,-2.68479,3.875613,-1.62286,-1.57375,3.153648,-2.11246,-1.2493,0
3.711154,0.354733,-5.10358,0.352671,2.910702,-4.25478,-0.31051,3.649319,-3.59592,0
-2.59539,-2.05775,4.919421,-1.4458,-1.58682,4.120876,-2.01164,-2.18149,5.127291,2
4.178047,-1.13311,-4.05085,4.510778,-0.61497,-4.08016,3.903363,-1.17864,-2.8562,0
-2.09375,3.529756,-1.06587,-1.16674,1.398487,-0.36245,0.218363,1.198011,-1.46242,1
3.814252,-0.82621,-3.91281,4.428691,-0.89924,-3.76844,3.611271,-1.08281,-2.73709,0
-1.60062,4.690768,-2.8014,-2.35905,4.49017,-3.00974,-2.39236,4.666105,-2.32718,1
-2.12698,4.736706,-2.24527,-2.90139,4.384446,-2.02331,-2.83064,3.367687,-0.39604,1
4.101814,-0.85572,-4.27431,4.13427,-0.50428,-3.67838,3.84081,-0.78163,-3.28051,0
0.445967,2.626258,-3.15815,2.380106,0.622482,-3.45254,1.274786,2.026155,-3.45173,0
-3.33506,-1.51925,5.144837,-2.66503,-1.41376,5.536639,-2.9993,-0.54206,4.538582,2
4.108109,-1.01248,-4.15907,4.261066,-1.12908,-3.49969,2.841011,-1.04287,-1.83229,0
2.414515,0.836127,-3.88327,3.233257,0.467948,-4.03124,0.817025,2.106602,-2.98159,1
-0.60585,4.463806,-3.83999,-0.67412,3.27584,-3.81849,-0.00521,3.537068,-3.70018,1
3.363349,-1.30812,-2.92956,2.714839,-1.29107,-0.91667,2.462292,0.044063,-2.66092,0
-2.62218,5.040335,-1.9036,-2.80642,4.540175,-2.57785,-1.83023,4.068738,-2.34595,1
-1.71288,4.179595,-2.20773,-1.90397,4.435569,-3.32802,-2.00414,3.402732,-1.55019,1
-1.28221,4.467854,-2.94963,-0.81802,1.496052,-0.95181,-0.56317,2.303475,-1.77309,0
3.621951,0.15473,-4.76369,4.009245,0.17539,-4.71536,1.644191,2.503235,-4.32057,0
3.383011,-1.48126,-2.59487,3.464345,-2.3234,-0.20065,2.5249,-1.79975,-0.70274,0
-3.10343,-1.74677,5.08652,-2.30301,-1.32402,5.056135,-0.11213,-0.31469,0.73732,2
4.133377,-1.28556,-3.88149,4.526031,-0.96852,-3.55146,3.758265,-1.98914,-2.034,0
3.826327,-0.74385,-4.06542,4.150432,-0.65784,-3.86005,3.107029,-1.19808,-2.03018,0
-3.37126,-1.77764,5.415424,-1.35607,-1.62957,4.160379,-0.52616,-1.11904,2.567534,2
-3.76007,-0.9962,5.052685,-3.19652,0.249849,3.739036,-0.92903,0.447125,0.561698,1
-3.14919,2.395075,1.250974,-1.59249,0.850309,0.682773,-3.46124,0.825921,3.326427,1
4.059955,-1.52527,-3.49477,4.19671,-0.58921,-3.66582,3.659921,-1.16007,-2.63371,0
-2.81103,5.11865,-1.80209,-3.61115,4.64499,-1.61612,-2.71819,4.338532,-1.50893,1
1.150524,0.199335,-1.63911,0.617694,0.19455,-0.8043,1.515448,0.220965,-1.55188,1
4.05085,-1.3802,-3.66247,4.273219,-1.09396,-3.17392,3.573952,-1.38834,-2.34017,0
3.986054,-0.44907,-4.65292,4.734064,-0.76895,-4.15762,4.092677,-1.10721,-3.13537,0
-3.27106,-2.19019,5.684748,-2.88576,-1.81168,6.069698,-2.74954,-0.4844,4.246692,2
-2.57318,5.077894,-2.10426,-3.26693,4.71848,-2.37395,-2.38798,4.287354,-1.93061,1
-0.42603,2.529501,-1.9715,2.551582,0.356612,-3.25354,2.419382,0.520195,-3.00043,2
-1.92472,5.01968,-2.7724,-1.35051,3.345233,-2.90669,-1.3782,3.42392,-2.37959,1
-2.50948,5.00076,-2.06882,-2.76206,4.862882,-2.99431,-2.51357,4.604001,-2.10541,1
-3.0742,-0.70947,4.015652,-3.27944,-0.84751,5.44267,-3.24961,-0.42403,4.678075,1
-3.84775,4.031826,0.485505,-3.99931,0.881869,3.747516,-2.47792,2.575696,0.068316,1
-3.22588,-2.41971,5.847686,-2.76241,-1.78542,5.917716,-2.80142,-1.83012,5.733695,2
-2.28481,4.961646,-2.27654,-2.98446,4.657232,-2.6737,-2.1375,3.984672,-1.83942,1
3.716667,-0.74773,-3.86691,3.859897,-0.3739,-3.55895,2.448381,-0.45577,-2.04998,0
-2.88528,-1.6876,4.832084,-1.73725,-1.84948,5.023432,-2.58508,-2.00539,5.698785,2
4.182015,-1.30129,-3.85934,4.645197,-1.01461,-3.75363,4.080998,-1.30481,-2.87294,0
-1.54069,4.980852,-3.2305,-2.4088,4.939703,-3.43419,-1.5373,4.927171,-3.68002,1
4.095718,-0.99389,-4.19569,4.287766,-0.63801,-4.05887,3.152062,0.322238,-3.68902,0
-3.14881,-2.08602,5.464615,-2.04659,-1.89028,5.08143,-2.58319,-0.75686,4.307911,2
-3.97162,-0.00652,4.444377,-2.82873,1.096811,2.045884,-1.77341,-0.70857,3.201635,2
-2.58493,5.157126,-2.11991,-2.94743,4.502225,-2.37348,-2.4547,3.876615,-1.27236,1
-2.27229,4.965548,-2.322,-3.11057,4.922924,-2.74602,-2.58366,4.335989,-1.67659,1
3.027701,-1.30568,-2.40939,4.437555,-1.08131,-3.376,3.404551,-1.35826,-2.232,0
-0.75683,3.21042,-2.22665,-1.34138,3.581019,-3.04838,-0.60066,3.243238,-2.9093,1
0.041782,1.508842,-1.56516,2.847084,-0.31312,-2.48923,3.058886,-0.51581,-2.67407,1
-3.41408,-1.99089,5.660112,-0.2704,-0.74678,1.238939,-2.33936,0.535294,2.420507,2
3.800611,-0.91594,-3.84583,3.433507,-0.95097,-2.45737,2.929858,-0.57024,-2.56567,0
-2.38122,5.21388,-2.4917,-3.08885,4.689113,-2.48555,-2.3215,4.762781,-2.3619,1
-1.87433,4.992469,-2.86967,-1.57116,2.785909,-1.90508,-1.7136,2.710726,-1.18555,1
3.997318,-0.92206,-4.06959,3.961753,-0.82957,-2.96786,3.579735,-0.44963,-3.18978,0
-2.68391,4.298077,-1.13171,-2.60801,2.361133,0.017448,-2.52952,2.178401,0.546305,1
-1.61198,4.748508,-2.87426,-1.5071,4.20372,-3.70067,-1.3588,4.063383,-3.12476,1
-0.28855,4.104075,-3.85071,-1.40214,2.243269,-1.55703,-0.51335,1.866893,-1.49051,1
-0.6417,4.206911,-3.52026,-2.32938,4.366859,-2.67432,-1.31608,3.065637,-2.00805,1
-2.89171,-1.56501,4.698309,-2.25844,-1.29525,4.66387,-1.99215,-0.70304,3.36464,2
0.265245,0.893172,-1.18128,1.540715,0.496603,-2.25151,-1.22075,-0.33407,2.020931,2
3.63066,0.31825,-4.9649,2.166575,0.873925,-3.44738,2.736114,0.387512,-3.3387,0
2.565726,1.314892,-4.60121,3.294168,0.225346,-4.02693,2.166788,1.024244,-3.32566,0
-3.31137,-2.26233,5.795039,-3.54088,-0.15281,4.941478,-3.21145,-0.33761,4.473586,2
-3.5484,3.121008,0.979196,-2.34107,1.337538,0.889256,-1.74908,-0.59693,3.127746,1
-3.74896,-1.86033,5.881603,-3.58364,-0.8878,5.825705,-3.68612,-0.52515,5.116593,2
-3.04533,-2.22404,5.498464,-1.8989,-1.18371,4.260939,-2.70026,-1.90258,5.680321,2
-1.21541,3.702293,-2.23541,-1.88989,3.518605,-2.38152,-1.99819,2.26725,-0.18262,1
-3.92328,-0.48237,4.75032,-3.60632,-0.42655,5.179207,-3.1051,-0.48697,4.544603,2
4.168782,-0.76912,-4.52649,4.470496,-0.3584,-4.37638,3.780031,-0.30912,-3.71026,0
-2.28897,-1.77771,4.217735,0.041144,-0.25866,0.536707,-0.93988,-0.27352,1.795122,2
-1.38395,-0.21361,1.762795,-0.9399,0.526196,0.805225,2.213127,-0.38832,-1.77683,2
-3.20147,-2.02824,5.482162,-2.09916,-1.74624,5.171732,-2.66049,-1.70308,5.433337,2
-3.57664,-0.90712,4.776553,-3.53024,2.675486,0.922518,-2.11686,1.301151,1.070614,2
-1.50447,3.622907,-1.78255,-0.24259,2.685196,-3.3021,-1.02479,3.227697,-2.38685,1
0.403184,1.892723,-2.35765,-2.78742,1.814042,1.135446,-2.26301,1.206391,1.404637,1
2.972307,0.41832,-4.13032,2.739499,0.423971,-3.76784,3.471638,-0.40897,-3.19562,0
4.064875,-1.10095,-3.94066,4.370989,-0.92212,-3.31031,3.74505,-1.78418,-2.12689,0
-2.89171,-1.75663,4.898209,-2.12997,-1.15274,4.335144,-1.83484,-1.38137,4.120239,2
3.9827,-0.63864,-4.43898,4.54708,-0.51529,-4.06608,2.229749,1.188538,-3.49771,0
-3.08054,4.925623,-1.37773,-2.65414,3.990706,-1.97666,-2.03825,3.437797,-1.73296,1
-2.17098,4.841303,-2.34097,-3.00486,3.196448,-0.63545,-1.84234,2.087644,-0.19029,1
-1.83011,5.084663,-2.97871,-2.68047,4.386553,-2.54573,-2.21735,4.339674,-2.19387,1
1.705259,1.304355,-3.40789,1.882957,1.263889,-3.83439,0.120602,1.254003,-1.42347,1
3.849677,-0.85579,-3.97699,4.441411,-0.59304,-3.96692,3.060828,-1.07779,-2.1567,0
3.486902,0.064279,-4.45642,2.163243,-0.0033,-2.14494,1.353023,1.791143,-3.1693,0
1.413872,3.195461,-5.12912,0.458835,2.910229,-4.38525,-0.86651,2.871719,-2.26374,1
3.006483,0.297955,-4.11151,2.863181,0.691741,-4.40438,2.178618,1.242358,-3.54513,0
-1.43254,-0.45573,2.023525,-1.47484,-1.35515,3.89113,-1.45088,-1.33079,3.529744,2
-3.54541,-1.71596,5.581533,-2.2817,-1.31065,4.79237,-2.89224,0.301652,3.289624,2
-4.61252,1.059919,4.111662,-2.91332,1.045746,2.371438,-3.26386,1.313839,2.514476,2
-3.27964,-2.06155,5.597885,-2.65694,-2.42861,6.258683,-3.20783,-1.5963,5.853093,2
-0.24707,2.729317,-2.44234,3.297573,0.065933,-3.85584,1.305953,0.904144,-2.23656,1
-2.30192,5.091841,-2.37074,-3.22652,5.04672,-2.61672,-2.94958,4.682176,-1.75526,1
-3.35156,-2.09989,5.684039,-3.18281,-1.93762,6.137137,-3.05248,-0.30251,4.258943,2
-3.68853,-0.07306,4.314223,-3.15675,0.453255,3.340255,-2.94292,-0.26855,4.260994,2
3.536196,-0.79636,-3.58442,3.324755,-0.33305,-3.18793,2.634136,-0.19514,-2.34039,0
4.081597,-1.14255,-3.9609,4.333927,-0.44585,-4.05829,3.812484,-0.66032,-3.34097,0
-2.25379,4.002023,-1.3659,0.548877,1.045529,-1.99256,-1.50969,0.967712,0.713712,1
2.601425,-0.23522,-3.03074,2.179433,-0.44712,-2.03622,1.086128,-0.25978,-0.77119,0
-1.25843,3.5716,-2.13281,-0.39237,1.923898,-2.40626,-0.44296,2.006902,-1.52266,1
3.779575,-0.07726,-4.72507,2.649088,0.669807,-3.61699,3.426718,-0.23864,-3.33258,0
-2.52417,5.147122,-2.18031,-3.69886,4.359465,-1.16889,-3.5156,4.117123,-0.45224,1
-2.66387,0.094077,2.922751,-3.82499,0.231109,4.247375,-2.54909,2.521906,0.402722,2
2.040042,1.387117,-3.92556,0.150859,2.058775,-2.65853,0.382301,2.161801,-2.54264,1
-2.98165,-2.0783,5.216786,-2.87564,-2.00036,6.128786,-3.28377,-1.04818,5.34732,2
-1.35775,4.906182,-3.35398,0.881395,1.886519,-3.731,-1.31875,3.967485,-2.89338,1
-3.21784,4.908129,-1.16473,-4.03119,3.435242,0.374864,-3.19612,2.454074,1.159042,1
4.107726,-1.00737,-4.16275,4.553564,-0.55233,-4.30433,3.978362,-0.93196,-3.25224,0
4.013005,-0.85465,-4.17229,4.20271,-0.98673,-3.34196,3.815034,-1.08492,-2.82781,0
-1.88695,4.813726,-2.59738,-3.24088,4.45515,-1.89416,-1.59333,4.175027,-3.03452,1
-2.83505,5.178747,-1.84826,-3.49619,4.23285,-1.45578,-2.35082,4.089489,-1.68296,1
2.576423,0.819703,-4.03116,3.067898,0.683763,-4.17984,3.37402,-0.04885,-3.51638,0
3.080553,0.88103,-4.80771,2.42873,0.870294,-4.16095,1.760968,0.293665,-2.11379,0
-2.44671,5.12146,-2.29061,-3.4052,4.76938,-1.82596,-2.07893,4.593964,-2.56004,1
-1.98947,-0.69828,2.899264,2.087745,-1.8239,0.64275,-0.94597,0.132641,1.267784,2
-2.9495,-2.33113,5.495683,-2.57877,-2.14621,6.016506,-2.90521,-1.63256,5.584075,2
-2.51771,4.719801,-1.82693,-3.02305,3.838515,-1.50259,-3.42153,2.707949,0.973317,1
3.825832,-1.23062,-3.49262,4.02187,-0.57802,-3.41945,3.402742,-0.87221,-2.72489,1
4.132607,-1.27092,-3.86328,4.376924,-0.5033,-4.00987,4.030493,-1.23464,-2.90991,0
-0.8218,4.104372,-3.13186,-0.23837,2.853023,-3.34799,-1.67126,3.731519,-2.06648,1
-3.09641,-1.82008,5.15168,-2.55643,-2.31972,6.178063,-2.96448,-1.74477,5.80093,2
3.528349,-1.52487,-2.80297,4.233537,-1.23309,-2.8044,2.9816,-1.41412,-1.65722,0
-3.39398,-2.18743,5.824019,-2.48503,-2.49345,6.055668,-3.1067,-1.5261,5.708813,2
4.065107,-1.33865,-3.70059,4.30734,-1.2658,-3.00801,3.180131,-1.22329,-1.94975,0
-2.41752,4.996304,-2.18567,-2.97812,4.098063,-1.76639,-2.48517,3.118272,-0.37304,1
-1.04622,-1.19186,2.246824,-0.93641,-0.56663,1.844386,0.737113,0.208551,-1.00527,2
3.50121,0.292689,-4.74645,3.457269,0.085247,-3.88848,2.345831,-0.12985,-2.10923,0
-0.40975,4.332825,-3.9263,-1.50557,4.074153,-3.36574,-1.14893,3.493963,-2.48984,1
4.165199,-0.93952,-4.31738,4.414121,-0.97088,-3.44655,3.824545,-0.98322,-3.00955,0
1.609228,-0.12665,-1.8445,-0.72794,-0.82971,2.196738,-1.42415,1.055215,0.565852,1
3.831825,-0.02698,-4.87174,3.204801,0.323806,-3.96503,1.938534,-1.83343,-0.04752,0
3.786265,-0.89182,-3.8289,2.86131,-0.63588,-2.4677,3.334849,-0.47347,-2.98469,0
-3.28865,-0.15822,3.860609,-1.47732,-0.92789,3.419454,-1.97405,-0.11295,2.86885,2
-2.53529,-2.19101,4.899103,-1.40722,-1.44947,4.022231,-0.18634,-1.16438,1.890186,2
3.533981,-0.28754,-4.10071,3.635665,-0.46708,-3.23078,3.695536,-0.78391,-3.08377,0
-3.27325,-1.97583,5.521153,-2.1905,-1.19709,4.652434,-1.88683,0.469508,1.903758,2
0.243847,3.877234,-4.25388,1.162165,2.002168,-3.85318,1.790337,-0.04691,-1.7132,0
4.095108,-1.14048,-3.96479,4.368509,-0.86154,-3.61814,1.6963,-1.84172,0.332179,0
-3.79409,-0.87055,5.015188,-3.39299,-1.02088,5.862745,-4.28691,0.92207,4.053463,2
-3.07471,5.129785,-1.55344,-3.42853,4.365026,-1.72921,-3.0586,3.825447,-0.67818,1
-0.1617,3.534293,-3.37077,-1.98697,3.641727,-2.34363,-1.57123,3.081863,-1.80944,0
2.818528,0.486062,-3.96254,3.860843,-0.50336,-3.41945,1.851831,0.57735,-2.19445,1
-3.12408,-2.20641,5.541849,-2.08213,-2.40808,5.760234,-2.86354,-1.80222,5.731844,2
-3.65598,-1.61011,5.605895,-3.04161,-2.12364,6.255446,-3.38064,-1.26643,5.684037,2
