electra,xlnet,bert,target
2.5874636,3.1246588,2.984307,2.6
0.9821047,1.2122786,1.6351749,0
1.7765279,1.538437,1.9523958,1.6
0.8981618,1.5020819,1.9863411,0
1.6643884,1.467155,1.5406203,0.6
1.2440603,1.78298,2.4971395,1.8
3.668121,2.5798051,3.1527128,3.8
2.082126,2.4432616,2.121023,1.6
2.8785405,2.737975,3.052679,3.2
1.818147,2.2923856,2.4922552,2.6
2.1800165,2.3036659,1.9966415,3
1.6961375,1.9258845,2.40818,1.4
1.715137,1.316904,1.3740374,1.6
2.4818025,2.741553,1.9358646,1.6
1.5869943,1.722396,1.6620048,1
1.9930917,2.211919,2.9203835,1.8
1.5296509,2.4011166,2.705788,1.8
1.9111869,2.304413,3.156889,1.4
1.4346106,1.980396,2.3769948,2.6
1.8678217,2.17165,1.7500967,2
1.0630605,1.0622859,1.7548627,1
1.2177663,1.4631616,2.3354993,1.4
1.1100788,1.591218,1.5703267,0.6
1.812049,1.8203647,2.5674965,1.4
3.1972058,3.182294,3.4469426,0.4
1.6643332,2.585734,2.555023,1.8
3.2517862,3.3191338,3.1003757,4
0.868859,1.0911118,1.5411726,0.6
2.8133419,2.9153883,2.8798494,2.8
2.2167985,2.4476082,2.4332483,2.6
3.3940701,3.7359009,3.6927495,2.6
1.8482618,2.8905241,2.9374542,0.6
3.5665703,3.8293262,4.095678,4.4
1.9309769,1.7065223,2.655888,2.2
1.3241186,1.3098392,1.6620805,1
0.7606445,0.6763346,1.6394813,0
1.7811193,1.5297313,2.0761657,1.6
1.6281703,2.7996001,2.7096043,1.8
3.3534796,2.864765,3.4964237,3.8
1.9012804,1.3480299,2.3239224,3
1.165685,1.5478967,2.593791,1.4
3.4362423,2.7647164,3.5528977,3
0.61318743,0.75537014,2.1703033,0.4
2.5323474,2.9745069,3.1602201,3.6
0.97963756,2.0265777,2.3817527,3.4
2.576517,2.2270973,2.7923112,2.8
3.0798337,2.930804,3.1769824,4.2
3.294044,2.6150525,3.1889536,4.2
2.497983,2.937087,3.198244,1.8
1.4382873,2.0243206,2.179387,1
2.3357706,2.786663,2.9973946,2
0.62608844,1.0640556,1.4196224,1
1.1727042,1.8776274,1.7663788,1.6
1.7549292,2.2486439,2.4538336,2.6
2.2166963,2.1080225,2.5846217,3.2
0.65668845,0.6957121,1.6201636,0.4
1.9200389,1.5857573,2.5650063,0
1.8207762,1.7050275,1.8692342,0
2.4231374,2.2120922,2.4038162,2.2
1.6062329,2.1363533,2.4757462,1.5
0.79132456,1.1342058,1.9760156,0.6
2.5725422,3.3449361,3.0313838,4
1.7294483,2.068012,2.305368,1.8
1.4973106,1.1580312,1.4082676,0.6
1.1939304,1.0595573,1.1698409,1.6
1.9133238,2.293598,1.9563484,2.4
1.4858139,1.5791087,1.6454684,1
2.081956,1.8527153,1.9068888,2
1.8880239,1.9042866,2.1121807,1.6
1.0299456,1.0173943,1.7102743,0.2
0.9741383,1.4435707,0.4740197,0.2
3.090351,3.1764266,2.9736085,2
1.2028235,1.0228409,1.1443969,0
2.8297029,1.512989,2.239153,3.2
1.7295567,2.0675561,1.9076332,1
2.0348856,2.1966543,2.2497444,2
1.799969,2.6450226,2.418481,2.4
0.42921072,0.6127786,0.8542162,0
1.839505,2.0445735,1.774889,1.6
2.5231287,1.9487509,1.8857359,3.8
2.6712525,2.076752,2.6430912,1.2
2.3072321,2.6895344,2.3151803,2
1.7070699,1.4848678,1.3086736,1
2.2780883,2.3977482,2.6657822,2
1.1482058,1.1953082,0.83850193,0.6
1.4047576,1.8406758,1.6004076,0
0.67490035,1.124456,0.77106154,0
4.232887,2.6603944,1.8620676,3.4
2.8157895,2.7709455,2.8080163,2.6
0.23223774,0.39520282,0.62031776,0.4
2.5621321,2.1618621,2.718995,2.8
2.2473423,2.4212637,2.3703587,2
1.4950953,1.6620226,1.7090561,1.6
1.2070651,1.8503566,2.3617592,1.4
2.1886022,1.9794167,2.268293,1.2
3.3530195,2.3517478,2.7303216,2.2
1.0546936,1.1759454,0.99830234,0.6
3.9071782,3.8576596,3.6023579,2.6
2.2662458,2.8519766,3.1779184,3
1.7719067,2.227591,2.4836051,2.2
2.878636,1.909144,1.6832259,1.8
1.787255,2.8104923,2.6449583,0.6
0.7765709,0.79685813,1.1647921,0
1.4531268,1.8964425,2.0457292,1.6
0.47701326,1.0644604,1.0797322,0.8
1.1410499,1.3211483,2.1348767,0.2
1.1573186,1.9113367,2.2697945,1
2.756298,2.4159064,2.6340637,2.8
1.2078809,1.2540069,1.6150346,0.6
1.9966807,2.2547324,2.7078285,2.8
1.7452652,1.7294803,1.9542158,1.6
2.879849,2.5023873,2.374601,1.4
1.9214977,2.300158,3.0308251,1.4
2.2355247,2.374467,2.9756093,3
2.670946,2.2439394,2.2229016,3.2
2.0559933,2.1525056,2.627924,2.8
2.313263,2.9751165,2.7604814,3.4
1.8840213,1.7612698,1.8322407,2
1.8405405,1.6271267,2.1730325,2.8
0.5942298,1.0446903,1.9317875,0
0.3794625,0.72378993,0.8889848,0.2
0.6962181,1.1429363,1.0441194,0.8
0.8281424,1.3553579,2.0869284,0
1.7163448,2.1265574,2.892683,4.2
1.0521078,0.7521377,1.7210674,0.2
2.4342954,2.6554124,1.2428578,3.2
0.9272687,0.8168774,2.1274986,0
0.9198219,1.2808996,1.5037537,0.6
0.8848998,1.3403254,1.0800548,0
4.4567556,4.377267,3.8416529,4.8
3.3136299,2.9288275,3.7340941,3.8
1.7468867,2.1061475,2.2840743,1.8
0.9729733,1.0623121,1.5142599,0.4
2.7991407,2.8240528,2.6615722,2.6
2.072096,1.9072495,2.204582,1.6
1.1990381,1.786116,2.3614712,1.4
2.7439115,3.5844517,3.4613354,2
1.3805596,2.056655,2.1158454,1.8
0.9987045,1.3874633,2.1508944,1.2
1.3817246,1.3139968,1.4908139,0.8
1.286069,1.4086189,2.0911217,2.2
2.727582,3.1154583,3.0431514,3.2
1.0692253,0.6664769,1.1948333,1.4
0.41464975,0.36403087,0.5794786,1.4
0.46992776,0.5597396,0.7249086,0
2.6061928,2.4024365,2.6014862,1.6
1.5258332,2.5154045,2.0144544,0.8
1.230171,1.656928,1.9337715,2.8
0.44145438,0.6022362,0.7584507,1.8
0.85623366,0.83299273,1.7076962,0.67
2.133672,2.5148103,3.132441,2.6
1.3333337,1.4630086,1.6771387,0.4
1.6987171,2.4521084,3.1533022,2.4
2.6642642,3.0105093,3.1625435,2.8
1.8953978,1.9546689,1.6033723,2
1.8800244,2.3931246,2.9573872,3
2.2238832,2.366504,2.4253101,2.6
1.8637099,1.6144586,1.6717056,1.8
3.1047413,2.3068125,2.2737882,3.8
3.002313,3.2520003,3.3849945,3
1.9621398,2.483629,2.6194444,1.4
1.6255174,1.9420862,2.5901299,1.6
1.0506582,1.4046619,1.498072,0
1.0281086,1.2856244,2.2733402,0.6
0.9773753,1.1730338,1.462067,0
2.4159057,3.1432278,2.9430213,3.4
2.0605671,2.0148072,1.998521,3.6
1.3069005,1.648802,1.6230279,2.2
2.470856,1.8482753,2.1909206,3
1.7744381,1.7810035,2.5284157,1.8
1.8632028,2.3890123,2.6446252,2.4
1.8465605,1.8099757,2.487831,2.6
1.3945161,2.1926055,1.5430819,1.4
1.8103248,1.992287,1.9493818,1.6
1.4853384,2.071336,2.2545428,1.6
1.3830978,1.5202382,1.3042448,1.4
2.9715934,3.1954749,2.9293756,2.8
3.1940167,2.5231824,2.6142657,3.8
2.8341522,3.193403,2.3011856,3.4
1.3965534,1.5022583,1.8385617,0
1.9292732,3.0639882,3.6202686,2
0.6688608,0.9584536,1.1856608,0
3.6971815,3.6728919,3.5326648,3.8
0.5155381,0.7115672,1.0063245,0.2
1.6754583,1.7765937,2.144703,0.6
0.5684832,1.0521126,1.1300534,1.8
2.4058664,2.3168514,2.5416484,1.8
1.5813998,1.8620474,2.186759,1.2
0.4427044,1.1266004,1.2463409,0
1.5642902,2.020265,2.061904,1
0.8264609,1.0777909,1.6524327,0.4
0.7475911,0.8628494,1.4100249,0.8
2.904828,3.2108355,3.3719444,3
2.924689,2.6390626,2.4427452,3.8
3.020211,3.2222345,3.086621,3.2
2.7438998,2.6208162,2.9845214,2.6
2.7316687,3.0549746,3.3733735,3
2.1453154,2.6028347,2.6591249,2.6
1.5690353,1.7340573,2.3198977,1.8
1.5638889,1.4778918,1.9076759,2.6
0.7755124,1.2509298,1.3428564,0.8
1.8401752,2.614847,2.6542048,1.6
1.115612,1.737292,2.2817605,0.6
2.0506272,1.9717045,1.8962454,2.6
1.0756178,1.1213896,1.0115666,1.2
1.0460569,1.4013747,1.7280645,0
2.6909473,3.5866935,3.2339633,2.4
1.1432569,0.7526189,1.6613177,0.4
0.9822829,0.85499525,1.9324125,0.6
1.2251382,1.5276161,1.4099649,1
2.6189697,3.0068855,3.09073,2.6
3.6227887,2.7637398,3.2977197,4
3.327465,3.5569613,3.0434055,3.6
2.455829,3.3892581,2.8218007,2.6
1.8884778,2.3552902,1.7994443,1.6
2.7987177,1.8315719,1.8050853,4
2.2621167,2.5625668,2.68988,3
1.4094541,1.7770035,2.2421155,0.6
0.9626221,1.3722401,1.4517883,0
1.3737667,1.4102807,1.6765298,0.4
0.80128676,1.0423362,1.887362,0.4
1.2351675,2.2804961,2.9542756,2
0.6416017,1.2809242,1.1149608,0.6
0.8853135,1.3144239,1.5961477,0
1.5739375,2.0871458,1.294338,3.2
2.3084517,2.5601137,3.319652,2.8
2.2556899,2.3044164,2.4370353,2.6
2.7015748,2.89967,2.6180055,2.8
2.0962372,2.4647262,2.2940278,0.2
3.6781905,3.6250596,2.9452155,3.2
1.9610002,2.4199917,2.4795523,0.6
2.8489788,2.5366213,2.324917,3.6
0.67095107,1.3264203,2.0455332,0
1.2587903,1.0939937,1.7370895,0
0.80762947,1.050289,1.2299458,0
0.854335,1.2578088,2.0232933,0
1.4256595,1.938964,2.41405,2.2
1.2954575,1.3906349,1.2253445,0
0.8733703,1.0265269,1.5115188,0.4
0.94602174,1.247211,1.8858382,0
2.1107574,1.9888643,1.9818906,2.6
1.4124782,1.5877118,2.326169,0.8
0.8374257,0.62253815,1.5588886,0.4
1.6096154,1.9023486,2.175638,3
1.1180394,1.3195767,1.777366,2.2
0.5720307,0.46132603,1.1069884,0.6
2.958276,3.0170777,2.8783221,3.4
2.38836,2.4640508,2.4203587,2.2
1.1134298,1.3478979,1.5234156,1.8
0.38678202,1.49578,1.1895562,0.8
0.84172076,0.89433086,1.2852138,0
0.98011655,1.7276195,1.9492762,1.6
1.9210403,1.7143378,1.8865393,2.8
2.5387614,2.8252122,3.466727,1.67
2.1351655,2.0746303,1.3014754,1.8
2.373575,3.0386946,3.4181905,2.8
0.16125044,0.4856586,0.85293525,0
0.9515064,1.3914841,2.2741375,0.6
2.2755306,2.7082086,2.6960776,1.8
1.9916441,2.1301887,2.1561613,0.4
0.9483281,1.58547,1.2284349,0.2
0.19640955,0.39259487,0.9477049,0
2.0992055,2.1866062,1.3458358,1.4
0.9229925,2.6124022,2.5191844,0
1.7943398,1.8876151,2.1572099,0.6
0.9064422,1.2806902,1.5066732,0.8
0.94300777,1.8677894,1.6837803,0.2
1.4451694,1.2864943,1.760794,2.2
1.2981311,2.214534,1.9915069,1.8
1.1084516,1.2413955,1.548544,0.2
4.3963847,4.5486703,4.5812626,4
2.8809712,3.067073,3.0655353,4.2
3.010585,3.1829684,4.022649,4.4
2.7166238,2.8313794,2.6926012,3
2.3243458,2.3967533,2.7092614,2.6
2.6985428,2.7385745,2.517691,0.6
2.8367686,2.9414096,2.6154487,3.2
1.4169674,1.8165975,1.5053371,2.6
0.7965606,1.2451477,1.6892258,1.2
1.6163778,2.0405326,1.8122514,3
1.1416508,0.75669664,1.0666722,0
1.4197277,1.9606304,1.3003985,2.6
1.4457524,1.4214995,2.243282,1.2
3.1427634,3.0486364,3.1188116,2.8
0.5113904,0.8592004,1.684684,0.2
1.8733897,2.8602936,2.8312583,1.8
0.7104568,0.9405561,1.4770489,0
0.41973126,0.7869076,0.38508815,0
1.3493397,1.7035906,1.8108363,3
1.1366621,1.7301095,2.2116027,0
1.9183302,2.319185,2.6796827,2.4
0.81691825,1.5385733,0.8578226,0.4
2.3520987,2.8421044,2.5724049,2.6
0.90562063,1.2085379,1.9535857,0
3.8053212,3.3496974,4.079022,3.6
1.6639605,2.0152981,1.5448129,1.8
2.198909,2.226376,2.1725507,1.6
1.9327943,2.293428,2.0100286,2
1.7833383,2.03929,2.6578994,2
1.349934,1.1430748,0.8772394,0
2.5930321,1.953213,2.5131772,2.6
1.2282134,1.6037757,2.7509987,0.4
1.4288658,1.2069254,2.2035334,0
0.6783686,1.0901364,1.0699906,0.2
2.205173,2.6375873,2.2008953,1.8
1.2585213,1.4145808,1.9235523,1.6
0.93690485,1.175523,1.7848349,1
1.2604327,1.5426877,0.9214414,0.6
1.076808,1.10207,1.2052814,1
1.2083097,1.5229356,1.735677,2.8
2.3337653,1.7997781,1.4854469,2.6
2.4299123,2.5530798,2.6851985,3.4
1.4942696,1.7949624,1.4221113,1.6
3.2404578,3.1567197,2.333229,4
1.6043866,2.071177,2.7633495,1.8
1.2073848,1.2564918,1.2237254,0.2
1.0810578,1.5257789,2.5707998,0
0.81763995,1.144639,1.7061651,1.4
0.71798533,0.63601017,1.2096828,0
1.871721,2.4100919,2.1965876,1.2
3.2951283,3.2557647,2.917104,3.6
1.2065401,1.9251909,2.1665473,3
1.8935546,1.8077421,2.9417925,1.2
1.4717863,1.6708982,1.9830441,1.8
2.1137333,1.4529548,2.022491,0.8
1.9867427,2.8110788,2.660404,1.2
1.1447873,1.1178414,2.1866536,0
1.9122112,1.9917297,2.2870164,3.2
0.94330055,0.87737536,0.25430495,0.2
0.9294901,0.96180046,1.0704833,0.8
3.5538335,3.2581928,3.4343317,3.6
5.1256337,4.9022083,4.4299674,5
3.1585805,2.5981,2.5901618,1.4
2.953188,2.9005003,3.2816288,2.6
2.961907,2.7711868,3.1323085,2
4.321054,4.340576,3.4438038,3.75
4.3938775,3.7950604,3.8613358,4
3.4260294,3.2944133,3.4574516,3.75
3.6651404,3.774771,3.185779,3.2
3.856251,3.7255752,3.5658364,4
1.9068837,2.1397753,2.4384,2.4
4.6344695,4.3210835,4.409103,4.4
4.3822966,4.5344257,4.0463085,4.2
3.9080255,4.230221,3.7709057,3.2
3.7004657,3.5371811,3.231716,3
1.0886301,1.0009284,1.1224204,0.8
3.2084594,3.0996785,3.0499663,3.2
3.61125,2.72373,2.7609038,3.8
4.1171327,3.9586039,3.7410128,3
2.0620503,2.9099433,2.27876,2.4
4.5567884,4.4405007,4.2819743,5
3.4086337,3.6899147,3.7710738,3.8
3.8841846,3.5434504,3.4943016,3.2
4.3767653,4.3189683,3.5450754,3.8
4.0674014,3.7662287,3.7398734,3.8
4.184657,3.8236125,4.1337337,3.75
3.1248047,3.128033,2.9523144,3.2
3.9384196,3.709938,4.0342975,3.4
3.9439538,3.7804408,3.3141603,4.6
2.9989755,3.287767,3.2007604,3.333
3.9806437,4.048373,3.6642685,3.5
2.4077196,2.2735393,2.4278967,1.75
3.3737402,3.2868862,3.033577,3
4.1872888,4.574782,4.4114223,4.4
3.358753,4.061547,3.3598387,3.8
3.12176,3.331611,3.6887107,3
4.5044675,4.7435665,4.541877,4.5
2.4478173,2.3200233,2.0075567,2.2
4.803905,4.986991,4.5517526,4
5.139016,5.079543,4.9624543,4.6
3.5707037,3.9822266,3.3525288,3.5
3.7416122,3.8827236,3.852046,3
3.9119294,3.4943542,4.2764363,4
4.7250266,4.7236314,4.6178045,4.333
4.793137,3.9708707,4.2759414,3.25
2.997842,2.7242477,2.6921597,3.25
1.8148634,2.0967066,1.9444553,1.75
0.87709767,0.7561265,1.1938993,0.8
4.2900295,4.545454,4.002547,4.4
3.4707606,3.9553692,3.673069,3
3.4433901,3.0627036,3.3849578,3
3.4502156,3.353174,3.237628,3.25
4.4038615,3.6038482,3.7331629,4.4
4.6823187,4.3972178,4.256391,5
4.7555103,4.4543595,3.9736,5
3.663586,4.2486157,3.0766335,3.2
2.4581,1.9679806,3.2435684,2.2
4.1907725,3.5357401,3.2801814,3.25
4.0917654,3.7574716,3.6907768,3.75
2.6927905,2.8410337,2.606716,3.2
3.5734127,3.8190806,3.8139675,4.4
3.731277,3.0900466,4.1098742,2.6
4.4267974,4.500906,4.3260813,3.5
4.2096667,4.1276517,3.8863928,3.75
3.9818864,4.001013,3.3931358,3.5
3.603167,3.4835067,3.253227,4.25
2.9345634,2.7191,2.7417707,2.4
3.1691415,2.7300441,2.746091,3.25
3.0931745,3.6802835,3.5914114,3.8
4.180134,3.9642577,4.0957427,3.4
3.25747,3.061301,3.082022,3.5
2.1538734,1.9178162,2.6835358,2.4
3.6873963,3.819495,3.4754894,3.8
3.2213743,3.2909186,4.270581,3.8
4.111136,4.12689,3.7405534,4
3.7088761,3.4332657,3.4376464,3.4
3.498721,3.6969225,3.4520872,3.25
4.3639607,4.155071,3.7480347,4.6
3.856489,3.909771,3.8370142,3.714
2.1188157,2.064694,1.4927658,3.333
4.233129,4.131596,3.742981,3.4
3.412558,4.2349324,2.7018886,2.8
3.9611557,4.0125356,3.5552075,3
3.7673378,3.4310367,3.703096,3
4.184823,4.1351824,4.337676,3.75
4.8530345,4.374494,3.9113333,4.4
1.1499612,0.86080337,1.2343594,1
2.7051568,2.484971,2.0581179,2.8
3.564502,3.7458365,3.859183,3.25
2.0978086,2.520284,2.2871826,1.75
2.9465017,2.3515694,2.765945,1.75
4.9894323,4.833944,4.38723,5
4.411325,4.302639,4.6046515,3.6
3.694195,3.8060987,3.8262799,3
3.12269,3.179167,2.6768079,2.8
3.8274422,3.8809226,4.0142307,3.6
3.3280365,3.410116,3.2622676,3
0.92963976,0.7834367,1.0112149,1
4.9650598,4.68425,4.9897513,5
3.0523174,2.9047837,2.912934,3.5
4.3796577,4.2904077,4.288755,4.5
4.367126,4.820001,4.39836,4.8
3.7255766,3.721005,3.4014962,3.5
2.6956513,2.728903,2.6314461,3.692
3.772343,4.3177414,4.482535,4
4.132446,4.086949,3.524995,3.5
4.863851,4.907562,4.642198,4.75
4.46746,4.0892797,3.9105425,3.2
2.8641076,3.1393156,3.4656591,2.6
4.10532,3.9446566,4.0958276,3
3.3813252,5.136877,4.1466904,3.25
2.1871388,2.4944506,2.0313482,2.2
3.0314522,2.7382677,3.2779367,3.5
4.559162,4.1899104,4.3876615,4.75
3.085318,3.5049155,3.4277906,3.2
3.586239,4.3039937,4.0939574,3.25
3.6261926,3.091977,3.3746576,3.75
3.0669637,2.9855134,3.06946,3
3.869076,3.2542405,3.492044,2.6
3.6149387,3.2831607,3.355586,3.25
4.46281,4.120045,3.9594822,3.4
1.2099288,1.1674652,0.9459997,1.333
4.0307765,4.147741,3.9807868,5
3.2550566,2.8099663,2.7705982,4
2.9779317,3.2679603,2.9996367,3.6
0.7899706,0.6865717,1.0095831,0.8
2.1943207,2.2932706,2.6360924,3.5
3.2231867,3.5579073,3.2747965,3
1.6270132,1.8245125,1.795462,1.667
4.1105447,4.607294,4.065982,3.75
2.44398,2.9880564,2.8482957,2.25
4.25485,3.5970314,4.1001787,4.2
3.9823587,4.0769343,3.8827853,3.6
3.914161,3.982392,3.670098,3.4
2.9200003,3.286898,2.8655891,3
3.819698,3.889187,3.954361,3.25
4.472981,4.25064,4.328076,3.6
3.733666,3.923441,3.3998227,3
2.4595253,3.3135798,3.1590998,1.75
2.653822,3.0820835,3.2056732,3.25
4.748598,3.9536932,4.1967134,4.4
2.7466915,2.6278033,2.0611088,2.8
2.8412898,3.477222,2.4892993,2.75
3.2895625,3.347233,3.500704,3
3.842696,4.671139,3.9264398,3.6
1.4735425,1.9706191,3.075635,3
1.6830341,1.9783206,2.0001402,2
3.6176136,3.3517582,3.713273,3
4.6361623,4.797026,4.811342,4.4
2.5265677,2.7096117,2.84961,2.4
4.0120015,4.383584,4.10666,4.4
4.555191,4.3873706,4.266318,4.4
1.8191848,1.6899009,2.024446,2.6
3.403662,2.672882,3.2021635,3
4.020828,4.5278506,3.8682709,4.5
4.1825356,3.635595,4.240218,3
2.5290926,2.6602929,2.7778306,1.75
1.8693985,2.0229526,2.091176,2
2.5070717,2.9358513,2.5653124,2.4
4.880964,4.469823,4.6107764,4.8
3.8834126,3.7074783,4.192018,4
3.9161186,3.6036463,3.9692492,4
3.6167207,3.8142998,4.5309906,4.4
3.7267225,3.8666441,3.5839157,4.2
4.3279138,4.1705546,4.256176,3.6
2.3950176,2.4134104,1.9650933,2.5
2.097814,1.7528639,1.9857193,1.5
4.968701,4.927433,4.659182,5
3.685064,3.8307788,4.085055,3.75
2.4931335,2.6158342,2.7003913,1.75
5.0878906,4.3470564,4.6983995,4.4
3.3028343,2.9574583,3.3834124,3
4.0600214,4.1461,3.9621897,3.8
3.7120717,3.38937,3.3768516,3.25
2.8439386,3.3331072,3.1067863,2.75
2.8358963,2.8670464,2.083654,3.4
3.2905202,3.6434147,3.3745825,3.2
3.247186,2.5297759,2.9312356,2
3.63037,3.544854,3.5300689,3
3.70106,3.2994998,3.166342,3.25
5.1692543,5.1750493,4.4552665,5
3.4326973,3.8458288,3.2313886,3.333
3.700468,3.5916455,2.8938584,3.6
3.4960916,3.2847428,3.1541567,3.8
2.3777406,2.3107896,2.5803208,3
4.117754,3.8730068,3.8585632,4.25
3.2747207,3.2872338,3.8309302,3.5
3.8500097,3.6639032,3.2628577,3.2
2.3162322,2.4761813,2.4065173,2.4
3.9877408,4.2893376,4.4082646,4
4.0410256,4.11036,3.3683493,4.667
2.874338,3.4024112,3.6951861,3.333
3.5899088,3.1189978,3.3893404,3
3.9041104,4.355697,3.9315438,3.25
3.553315,3.3929377,3.6092474,4
3.9941883,3.4580903,3.8561306,3.5
2.1279168,2.2077534,2.5203257,2
4.3336368,4.027123,3.8916836,3.6
3.3723648,2.784013,2.020336,3.4
4.147877,4.0746446,4.185806,3.5
2.9444668,2.4167883,2.8267977,2.4
3.9431067,3.5443976,3.3456078,3.5
3.5487156,3.6828191,4.035184,2.8
4.658865,4.5768366,4.334523,4.8
3.6112149,3.5776613,3.5418963,3
4.0275145,4.007267,4.1668487,3.4
3.5612419,3.5164528,3.5441191,3.25
4.9298472,4.2770185,4.532277,4.75
3.8509595,3.581142,2.9007912,3.6
4.5095687,4.463511,3.7734764,4.2
2.2460983,1.8665366,1.6780533,2
3.6801445,3.795784,3.480332,3.8
1.8419409,2.6339407,2.875939,1.6
2.622649,2.6922905,3.5342736,3.25
5.0171676,4.7334857,4.449318,5
3.0152357,3.0648792,2.7138813,3.417
1.6285269,2.14383,2.1565309,2.75
3.7305455,3.912677,3.859309,4.111
2.8641963,3.1769602,2.2391047,3.6
4.1516614,4.3229403,4.4623075,3.6
4.4198055,4.5785036,4.18193,4.333
3.3463354,3.1216023,3.6382284,3.2
2.449657,2.4321268,3.0315554,2.25
4.715398,4.592582,4.385215,4.5
3.704345,2.9428525,3.6385944,2.75
3.5297034,3.5618165,3.5640304,4
4.295681,3.58061,3.7629151,3.4
2.1995358,2.5583615,2.2174482,2.2
3.263828,3.1684582,3.5178509,3.25
3.4703383,3.234626,3.0258186,3.667
4.9866867,5.266452,4.707003,4.75
3.7601209,4.1032166,3.4101195,3.5
1.8325441,2.4715142,2.1630378,3
3.780897,3.4261427,3.4979258,3.25
4.3328605,3.527651,4.05421,3.6
4.088841,4.2892084,4.1541953,3.8
0.8640307,0.66811204,1.1932365,1
4.0164194,4.27693,3.9744337,3.333
4.577089,4.4958687,4.6077523,4.25
2.1057816,1.932391,1.5076698,1.75
3.0744567,2.8583338,2.8497148,2.75
2.9092488,3.478011,3.3435354,3.25
3.7206357,3.8836339,4.313745,2.5
2.733793,2.4945385,2.567144,3.091
4.470263,4.4869933,3.9962456,4.4
4.591233,4.823453,4.74999,4.8
5.2037435,5.261394,4.9168096,5
4.011767,2.6361568,2.6731105,3
3.7244527,3.2181494,3.5422685,3.2
5.0119505,5.2574143,4.628749,4.4
1.6875274,1.7770197,1.7446467,1.8
4.660173,4.984922,4.557255,4
1.9803045,1.9291363,1.7355586,1
0.36547074,0.78847176,0.84473807,0.6
4.917918,4.7037067,4.8537173,4.6
2.260364,2.2369,3.018187,1.8
0.7520102,1.1131337,1.2034365,1.2
4.444378,4.270822,4.797563,4.6
2.3013997,1.8310009,2.5969262,1.4
3.5585067,3.0347865,3.6762786,3.2
2.8091238,2.4054255,2.6035004,2.8
0.8481521,0.5608954,0.912858,0.8
4.759855,4.6951237,4.6858172,3.8
3.371754,3.6630535,4.091396,3.8
3.2998548,2.4038928,1.1733323,4.2
1.3933249,1.651408,1.8686525,1.6
3.9855142,4.725743,4.5669208,3.8
0.7920746,0.5585933,0.7117414,1.4
2.9446237,2.9722757,2.7319,3.6
1.5667145,1.7268779,1.2686931,1.8
4.2983255,3.6107447,2.6152163,3.8
0.16853182,0.3471474,0.41991836,0.2
2.6595006,4.373414,3.3850677,1.6
0.5493642,0.5026699,0.20654334,0.4
2.389204,3.444483,2.263696,2.333333
0.5760652,0.7530008,1.2984177,0.4
3.4798453,3.1521251,3.0353181,3.6
2.2658203,2.6466894,2.8199549,3.4
3.0588596,2.8302906,3.1856534,2.6
2.1729536,2.140709,2.35007,2.2
3.3115056,2.4573925,2.7390642,2.6
5.1361756,4.64226,4.816531,4.8
4.8663454,4.335192,4.860227,4.8
5.1468253,5.1741567,4.6824584,4.8
2.8261774,3.428863,2.887932,2.6
2.0796597,1.8507049,1.9561725,1.6
1.2738831,1.2067331,1.4536312,2.2
0.72131133,0.6937933,0.83369446,1
2.1724026,1.6036587,1.2248201,1.2
3.3859556,3.0442052,3.7889888,3.4
1.6855417,0.8428094,1.0967981,0.6
2.1025758,4.071749,4.115305,3.2
4.3946567,3.9558032,2.2882216,3.2
1.8220706,1.6639142,1.9316648,1.8
0.98020846,1.3326564,1.0849296,1.2
0.39933005,0.7309256,1.8403242,1.6
4.861875,4.889137,3.408369,4.8
3.5262744,3.7512043,3.2878845,3.6
3.8980303,4.105111,4.2943873,3.8
2.85482,3.7747917,3.44557,3
3.5621629,3.4924538,4.0077305,3.6
4.9309464,4.537577,2.808008,4.4
3.1379898,3.0337236,3.179394,2
3.2517662,3.6675308,2.7070231,2.4
3.7686305,3.1906137,3.265393,3.2
3.3941782,3.035065,3.3229613,3.4
3.4362075,2.9337227,2.7193549,2.8
2.9954402,2.706352,2.1366968,3.2
2.350079,3.721596,2.4219751,1.8
3.4814146,2.0448234,2.0380678,2.8
2.7128708,3.1714473,3.5204067,3.4
4.989365,5.199756,4.4003353,4.6
4.1845746,3.5258858,3.6500912,3.8
2.2715561,1.3372625,1.8336165,1.6
0.56700283,0.86192966,1.3404032,0.8
2.0840557,2.2300744,2.410088,1
2.8491917,2.9232926,3.5308192,2.6
3.4881117,2.927778,3.4082565,4.2
4.6524224,4.5079465,3.1762688,4.4
3.425598,3.059852,2.6694279,2.2
2.340955,3.967909,3.3409245,2.6
2.8795822,3.677172,3.8921084,2.8
3.9997623,4.049294,4.4180017,4
3.74901,3.5906272,2.9663908,3.2
0.058273155,0.61233574,0.44368932,0
3.6790493,2.7768629,2.3468347,1.8
0.024524419,0.67974,0.34605566,0
1.2590576,1.6110799,1.9535592,2.6
2.259999,2.3257864,2.982389,2.75
3.9132874,4.2642164,4.5368423,3.2
1.6311955,1.3757652,2.1822848,1.8
3.715379,4.0765433,4.4338655,4.2
2.8660092,2.5182512,2.3888943,4.2
2.3744593,1.6097853,2.8725572,2.6
4.486894,4.8316197,4.6183825,4.2
2.5922043,2.0874546,2.2139285,2
5.142841,4.249018,4.921534,5
1.5044366,1.3210671,1.8085531,0.8
3.1754959,4.122205,2.9775722,3.8
2.7312202,4.639064,4.3117905,1.6
3.8623164,4.2380733,3.801925,3.4
